Liiklusregistris 2017 aastal esmaselt registreeritud veesõidukid.;;;;;;;;;;
20.07.2017;Väikelaev;Mootorpaat;C;BUSH;CRAB K-360;2017;Sünt. kangas;3,6;Uus sõiduk;1
20.07.2017;Väikelaev;Mootorpaat;D;CRISTEL;-;1964;Plastik;3,75;;1
20.07.2017;Väikelaev;Mootorpaat;C;YAMARIN;410;1983;Plastik;4,1;;1
20.07.2017;Väikelaev;Mootorpaat;D;YAMARIN;430S;1990;Plastik;4,3;;1
20.07.2017;Väikelaev;Mootorpaat;D;MÄÄRAMATA;-;1990;Plastik;4,85;;1
21.07.2017;Jett;Määramata;C;SEA-DOO;SPARK 900 HO;2017;Määramata;2,9;Uus sõiduk;1
21.07.2017;Väikelaev;Mootorpaat;D;TERHI;SUNNY;2008;Plastik;3,1;;1
21.07.2017;Väikelaev;Mootorpaat;C;JENHAL;Y 330;2016;Sünt. kangas;3,25;Uus sõiduk;1
21.07.2017;Väikelaev;Mootorpaat;C;DULKAN;D-325 DZ;2017;Sünt. kangas;3,25;Uus sõiduk;1
21.07.2017;Väikelaev;Mootorpaat;D;WHALY;370;2017;Plastik;3,7;Uus sõiduk;1
21.07.2017;Väikelaev;Mootorpaat;C;DULKAN;RIB 430;2017;Sünt. kangas;4,3;Uus sõiduk;1
21.07.2017;Väikelaev;Sõudepaat;D;SKIPP;440;2016;Plastik;4,4;Uus sõiduk;1
21.07.2017;Väikelaev;Mootorpaat;C;TERHI;445 C;2017;Plastik;4,45;Uus sõiduk;1
21.07.2017;Väikelaev;Sõudepaat;D;PERLA;455;2016;Plastik;4,5;Uus sõiduk;1
21.07.2017;Väikelaev;Mootorpaat;D;OMAVALMISTATUD;OMAVALMISTATUD;2017;Puit;5,23;Uus sõiduk;1
21.07.2017;Väikelaev;Mootorpaat;C;YAMARIN;65 DAY CRUISER;2014;Plastik;6,31;;1
21.07.2017;Väikelaev;Purjejaht;B;FINN EXPRESS;741;1984;Plastik;7,41;;1
21.07.2017;Väikelaev;Mootorpaat;C;NAVIS;NOSTALGIA;2017;Plastik;7,5;Uus sõiduk;1
22.07.2017;Väikelaev;Mootorpaat;D;NORDLINE;51;2017;Plastik;5,1;Uus sõiduk;1
24.07.2017;Väikelaev;Sõudepaat;D;NORDLINE;29;2016;Plastik;2,95;Uus sõiduk;1
24.07.2017;Väikelaev;Mootorpaat;C;GLADIATOR;330;2017;Sünt. kangas;3,3;Uus sõiduk;1
24.07.2017;Väikelaev;Mootorpaat;C;HONWAVE;T40AE1;2015;Sünt. kangas;3,95;Uus sõiduk;1
24.07.2017;Väikelaev;Mootorpaat;C;SUNBIRD;SPL-150;1989;Plastik;4,65;;1
24.07.2017;Väikelaev;Mootorpaat;C;STENO;RIB 535;2017;Sünt. kangas;5,35;Uus sõiduk;1
24.07.2017;Väikelaev;Mootorpaat;C;SILVER;SHARK BRX;2017;Alumiinium;6,1;Uus sõiduk;1
25.07.2017;Alla 12m laev;Kalapaat;D;OMAVALMISTATUD;-;2011;Puit;6,95;;1
25.07.2017;Väikelaev;Mootorpaat;C;BUSH;K330;2005;Sünt. kangas;3,35;;1
25.07.2017;Väikelaev;Mootorpaat;C;DULKAN;D-400;2017;Sünt. kangas;4;Uus sõiduk;1
25.07.2017;Väikelaev;Sõudepaat;D;KASSE;430;2017;Plastik;4,27;Uus sõiduk;1
25.07.2017;Väikelaev;Mootorpaat;D;OMAVALMISTATUD;-;1990;Puit;5,3;;1
25.07.2017;Väikelaev;Purjejaht;C;SAILHORSE;-;1984;Plastik;6,13;;1
25.07.2017;Väikelaev;Purjejaht;C;FINN;26;1980;Plastik;8,07;;1
26.07.2017;Jett;Määramata;C;KAWASAKI;JT1500A;2017;Määramata;3,12;Uus sõiduk;1
26.07.2017;Väikelaev;Sõudepaat;C;KOLIBRI;KM 300;2017;Sünt. kangas;3;Uus sõiduk;1
26.07.2017;Väikelaev;Mootorpaat;C;CATRAN;MARINE 320AB;2014;Sünt. kangas;3,2;;1
26.07.2017;Väikelaev;Sõudepaat;C;JENHAL;Y 330;2016;Kumm;3,25;Uus sõiduk;1
26.07.2017;Väikelaev;Mootorpaat;C;AQUA STORM;STK360;2016;Sünt. kangas;3,6;Uus sõiduk;1
26.07.2017;Väikelaev;Mootorpaat;C;AQUA STORM;STK380;2016;Sünt. kangas;3,8;Uus sõiduk;1
26.07.2017;Väikelaev;Mootorpaat;D;SUN BUSTER;R;1989;Alumiinium;3,9;;1
26.07.2017;Väikelaev;Mootorpaat;D;BUSTER;RS;1997;Alumiinium;4,5;;1
26.07.2017;Väikelaev;Mootorpaat;C;WELLMAR;51CC;2016;Alumiinium;5,13;Uus sõiduk;1
27.07.2017;Jett;Määramata;C;SEA-DOO;RXP-X 300 RS;2017;Määramata;3,32;Uus sõiduk;1
27.07.2017;Väikelaev;Sõudepaat;D;NORDLINE;29;2017;Plastik;2,95;Uus sõiduk;1
27.07.2017;Väikelaev;Mootorpaat;D;OMAVALMISTATUD;-;2005;Plastik;3,8;;1
27.07.2017;Väikelaev;Mootorpaat;C;DULKAN;D400;2017;Sünt. kangas;4;Uus sõiduk;1
27.07.2017;Väikelaev;Mootorpaat;D;NEPTUN;2;1971;Plastik;4,03;;1
27.07.2017;Väikelaev;Purjejaht;C;ALBIN;57;1979;Plastik;5,74;;1
27.07.2017;Väikelaev;Purjejaht;C;SNEEKERMEER;800;1975;Teras;8;;1
27.07.2017;Väikelaev;Mootorpaat;B;GRANDEZZA;33 OC;2017;Plastik;9,62;Uus sõiduk;1
27.07.2017;Väikelaev;Mootorpaat;B;JEANNEAU;NC11;2014;Plastik;10,55;;1
28.07.2017;Jett;Määramata;C;SEA-DOO;SPARK 900;2017;Määramata;2,83;Uus sõiduk;1
28.07.2017;Väikelaev;Mootorpaat;D;VELES;360;2016;Sünt. kangas;3,6;Uus sõiduk;1
28.07.2017;Väikelaev;Mootorpaat;C;FAVORIT;F-420;2017;Sünt. kangas;4,2;Uus sõiduk;1
28.07.2017;Väikelaev;Mootorpaat;D;PROGRESS;2M;1979;Alumiinium;4,7;;1
28.07.2017;Väikelaev;Mootorpaat;C;FJORD;16 HT;1973;Plastik;4,85;;1
28.07.2017;Väikelaev;Mootorpaat;C;SPORTCAT;21;2006;Plastik;6,4;;1
29.07.2017;Väikelaev;Mootorpaat;C;STERNA;60DC;1987;Plastik;6,03;;1
31.07.2017;Väikelaev;Mootorpaat;C;QINGDAO;Y-330;2013;Sünt. kangas;3,25;;1
31.07.2017;Väikelaev;Mootorpaat;D;-;-;1980;Plastik;4,2;;1
31.07.2017;Väikelaev;Mootorpaat;C;KAZANKA 5;-;1980;Alumiinium;4,65;;1
31.07.2017;Väikelaev;Mootorpaat;C;FLIPPER;670 DC;2014;Plastik;6,6;;1
31.07.2017;Väikelaev;Mootorpaat;C;XO;DFNDR;2017;Alumiinium;7,76;Uus sõiduk;1
01.08.2017;Jett;Määramata;C;SEA-DOO;RXP 215;2004;Määramata;3,07;;1
01.08.2017;Väikelaev;Sõudepaat;D;KOLIBRI;RKM-350;2017;Plastik;3,5;Uus sõiduk;1
01.08.2017;Väikelaev;Mootorpaat;C;DULKAN;D370;2016;Sünt. kangas;3,7;Uus sõiduk;1
01.08.2017;Väikelaev;Mootorpaat;C;WHALY;370;2017;Plastik;3,7;Uus sõiduk;1
01.08.2017;Väikelaev;Mootorpaat;D;SEABIRD;-;1983;Plastik;4,01;;1
01.08.2017;Väikelaev;Sõudepaat;D;KIILI PAAT;440;2016;Plastik;4,4;Uus sõiduk;1
01.08.2017;Väikelaev;Mootorpaat;C;SMARTLINER;17;2016;Plastik;5;Uus sõiduk;1
02.08.2017;Alla 12m laev;Kalapaat;D;NORDLINE;41M;2017;Plastik;4,1;Uus sõiduk;1
02.08.2017;Jett;Määramata;C;SEA-DOO;GTR 230;2017;Määramata;3,37;Uus sõiduk;2
02.08.2017;Väikelaev;Sõudepaat;D;SEEMANN;MLA 2800;2016;Sünt. kangas;2,8;Uus sõiduk;1
02.08.2017;Väikelaev;Mootorpaat;C;JENHAL;Y-360;2016;Sünt. kangas;3,58;Uus sõiduk;1
02.08.2017;Väikelaev;Mootorpaat;D;BUSTER;S;1996;Alumiinium;4,1;;1
02.08.2017;Väikelaev;Mootorpaat;C;RINKER;FIESTA VEE 250;2005;Plastik;8,23;;1
02.08.2017;Väikelaev;Purjejaht;B;MAXI;999;1986;Plastik;9,9;;1
03.08.2017;Väikelaev;Mootorpaat;D;MARE;390;1988;Plastik;3,9;;1
03.08.2017;Väikelaev;Mootorpaat;D;-;-;1982;Plastik;4,9;;1
03.08.2017;Väikelaev;Mootorpaat;C;LARSEN B;T-530;2017;Plastik;5,3;Uus sõiduk;1
03.08.2017;Väikelaev;Mootorpaat;C;BELLA;570 C;1998;Plastik;5,7;;1
03.08.2017;Väikelaev;Mootorpaat;B;NORD STAR;31 PATROL;2008;Plastik;10,1;;1
03.08.2017;Väikelaev;Mootorpaat;B;NORD STAR;37 PATROL FLY;2017;Plastik;11,8;Uus sõiduk;1
04.08.2017;Väikelaev;Sõudepaat;D;VELES;275;2014;Sünt. kangas;2,75;;1
04.08.2017;Väikelaev;Mootorpaat;D;NORDLINE;28;2017;Plastik;2,85;Uus sõiduk;1
04.08.2017;Väikelaev;Sõudepaat;C;CATRAN;MARINE 320AB;2014;Sünt. kangas;3,2;;1
04.08.2017;Väikelaev;Mootorpaat;C;DULKAN;D-325 DZ;2017;Sünt. kangas;3,25;Uus sõiduk;1
04.08.2017;Väikelaev;Mootorpaat;C;DULKAN;D345;2017;Sünt. kangas;3,45;Uus sõiduk;1
04.08.2017;Väikelaev;Mootorpaat;B;TERHI;SEA FUN;1990;Plastik;4,01;;1
04.08.2017;Väikelaev;Mootorpaat;D;TERHI;SEA FUN;1991;Plastik;4,06;;1
04.08.2017;Väikelaev;Mootorpaat;C;MARE;R43;2017;Plastik;4,45;Uus sõiduk;1
04.08.2017;Väikelaev;Mootorpaat;C;PROGRESS;4;1973;Alumiinium;4,65;;1
04.08.2017;Väikelaev;Mootorpaat;C;ARIMAR;500;2007;Plastik;5;;1
04.08.2017;Väikelaev;Mootorpaat;C;YAMARIN CROSS;53 CC;2017;Alumiinium;5,27;Uus sõiduk;1
04.08.2017;Väikelaev;Purjejaht;B;KING'S CRUISER;33;1973;Plastik;10,24;;1
07.08.2017;Väikelaev;Mootorpaat;C;ASTRA RIVAL;430;2017;Plastik;4,3;Uus sõiduk;1
07.08.2017;Väikelaev;Mootorpaat;D;PELLINGE;465;1982;Plastik;4,4;;1
07.08.2017;Väikelaev;Mootorpaat;D;NORD;460;2017;Plastik;4,6;Uus sõiduk;1
07.08.2017;Väikelaev;Mootorpaat;C;MARSEA;OP 90;2005;Plastik;5,2;;1
07.08.2017;Väikelaev;Mootorpaat;C;SÄRKI;570;1985;Plastik;5,7;;1
07.08.2017;Väikelaev;Mootorpaat;C;SCANTIC;680;1977;Plastik;6,8;;1
08.08.2017;Väikelaev;Sõudepaat;C;AWN;320 VIB;2017;Sünt. kangas;3,2;Uus sõiduk;1
08.08.2017;Väikelaev;Mootorpaat;C;BUSH;F370;2017;Sünt. kangas;3,7;Uus sõiduk;1
08.08.2017;Väikelaev;Mootorpaat;D;HIRVAS;400;1980;Plastik;4;;1
08.08.2017;Väikelaev;Mootorpaat;D;CRESCENT;-;1987;Plastik;4,3;;1
08.08.2017;Väikelaev;Sõudepaat;D;KAISLA;470;2009;Plastik;4,7;;1
08.08.2017;Väikelaev;Mootorpaat;C;JOFA WINTH;485;1990;Plastik;4,85;;1
08.08.2017;Väikelaev;Mootorpaat;C;SILVER HAWK;DC;1999;Alumiinium;5,25;;1
08.08.2017;Väikelaev;Purjejaht;C;NITRO;-;1984;Plastik;5,4;;1
09.08.2017;Väikelaev;Mootorpaat;C;AQUA STORM;STK330;2017;Sünt. kangas;3,28;Uus sõiduk;1
09.08.2017;Väikelaev;Mootorpaat;C;GRAND CORVETTE;C 330;2008;Sünt. kangas;3,3;;1
09.08.2017;Väikelaev;Mootorpaat;C;JENHAL;Y-380;2016;Sünt. kangas;3,77;Uus sõiduk;1
09.08.2017;Väikelaev;Mootorpaat;D;FINNFLEET;15RH;1994;Plastik;4,15;;1
09.08.2017;Väikelaev;Mootorpaat;D;TERHI;415 R;1988;Plastik;4,22;;1
09.08.2017;Väikelaev;Mootorpaat;D;KASSE;455 R;2017;Plastik;4,57;Uus sõiduk;1
09.08.2017;Väikelaev;Mootorpaat;C;BUSH;FAVORIT F470;2017;Sünt. kangas;4,7;Uus sõiduk;1
10.08.2017;Väikelaev;Sõudepaat;D;NORDLINE;42;2017;Plastik;4,2;Uus sõiduk;1
10.08.2017;Väikelaev;Mootorpaat;C;AQUAPARX;RIB 430;2017;Sünt. kangas;4,3;Uus sõiduk;1
10.08.2017;Väikelaev;Mootorpaat;D;TERHI;430S;1975;Plastik;4,3;;1
10.08.2017;Väikelaev;Mootorpaat;C;FINVAL;555 FISH PRO;2017;Alumiinium;5,59;Uus sõiduk;1
10.08.2017;Väikelaev;Mootorpaat;C;SEA DOO;SPEEDSTER 200;2006;Plastik;6,02;;1
11.08.2017;Alla 12m laev;Kalapaat;D;PELLA-FJORD;- ;1988;Plastik;4,36;;1
11.08.2017;Alla 12m laev;Päästetööde paat;B;FAST WORK BOAT;WRH 680;2017;Plastik;6,85;Uus sõiduk;1
11.08.2017;Väikelaev;Sõudepaat;D;DELTA;380;1999;Plastik;3,8;;1
11.08.2017;Väikelaev;Mootorpaat;C;DULKAN;D-400;2017;Sünt. kangas;4;Uus sõiduk;1
11.08.2017;Väikelaev;Sõudepaat;D;KASSE;430;2017;Plastik;4,27;Uus sõiduk;1
11.08.2017;Väikelaev;Sõudepaat;D;C-440 A;-;2017;Plastik;4,4;Uus sõiduk;1
11.08.2017;Väikelaev;Mootorpaat;D;PROGRESS;2M;1989;Alumiinium;4,65;;1
11.08.2017;Väikelaev;Mootorpaat;C;BUSTER;XL;1993;Alumiinium;5,3;;1
12.08.2017;Väikelaev;Sõudepaat;D;VELES;275;2010;Sünt. kangas;2,75;;1
14.08.2017;Jett;Määramata;C;KAWASAKI;JS1500A;2017;Määramata;2,65;Uus sõiduk;1
14.08.2017;Jett;Määramata;C;SEA-DOO;RXP-X 300 RS;2017;Määramata;3,32;Uus sõiduk;2
14.08.2017;Väikelaev;Mootorpaat;C;LARSEN B;T-530;2017;Plastik;5,3;Uus sõiduk;1
14.08.2017;Väikelaev;Mootorpaat;C;FINVAL;555 FISH PRO;2017;Alumiinium;5,59;Uus sõiduk;1
14.08.2017;Väikelaev;Mootorpaat;B;QUICKSILVER;905 PILOTHOUSE;2017;Plastik;8,5;Uus sõiduk;1
14.08.2017;Väikelaev;Mootorpaat;B;DELPHIA;ESCAPE 1150 V;2017;Plastik;9,95;Uus sõiduk;1
15.08.2017;Jett;Määramata;C;BOMBARDIER (SEA-DOO);3D;2004;Määramata;2,72;;1
15.08.2017;Väikelaev;Sõudepaat;C;AQUA MARINA;BT-88850;2013;Sünt. kangas;2,77;;1
15.08.2017;Väikelaev;Sõudepaat;D;FISHMAN II;400;2015;Sünt. kangas;2,95;Uus sõiduk;1
15.08.2017;Väikelaev;Sõudepaat;C;RUNOS;RY B330;2015;Sünt. kangas;3;Uus sõiduk;1
15.08.2017;Väikelaev;Mootorpaat;C;LATREX;430;2017;Plastik;4,3;Uus sõiduk;1
15.08.2017;Väikelaev;Mootorpaat;D;MUSTANG;14;1998;Plastik;4,3;;1
15.08.2017;Väikelaev;Sõudepaat;D;-;-;1996;Plastik;4,75;;1
15.08.2017;Väikelaev;Mootorpaat;C;VALIANT;V490;1997;Plastik;4,9;;1
15.08.2017;Väikelaev;Mootorpaat;C;YAMARIN;CROSS 60 CABIN;2017;Alumiinium;6,03;Uus sõiduk;1
16.08.2017;Jett;Määramata;C;SEA-DOO;SPARK 900 HO;2017;Määramata;2,9;Uus sõiduk;1
16.08.2017;Väikelaev;Mootorpaat;D;DULKAN;D290;2017;Sünt. kangas;2,9;Uus sõiduk;1
16.08.2017;Väikelaev;Mootorpaat;C;STARWELD;1700DC;2017;Alumiinium;4,98;Uus sõiduk;1
16.08.2017;Väikelaev;Mootorpaat;C;SUVI;5050 DUO;2016;Plastik;5,08;Uus sõiduk;1
16.08.2017;Väikelaev;Mootorpaat;C;SYLVAN;MIRAGE 8522;2017;Alumiinium;6,78;Uus sõiduk;1
17.08.2017;Väikelaev;Sõudepaat;D;VELES;300;2012;Sünt. kangas;3;;1
17.08.2017;Väikelaev;Mootorpaat;C;OMEGA;TP400KU;2017;Sünt. kangas;4;Uus sõiduk;1
17.08.2017;Väikelaev;Mootorpaat;D;TERHI;415;1990;Plastik;4,15;;1
17.08.2017;Väikelaev;Sõudepaat;D;KAISLA;420;2012;Plastik;4,2;;1
17.08.2017;Väikelaev;Sõudepaat;D;KAISLA;420;2013;Plastik;4,2;;1
17.08.2017;Väikelaev;Mootorpaat;C;LATREX;430;2017;Plastik;4,3;Uus sõiduk;1
17.08.2017;Väikelaev;Mootorpaat;D;-;-;1980;Plastik;4,4;;1
17.08.2017;Väikelaev;Mootorpaat;C;SEA RAY;-;1974;Plastik;5,5;;1
18.08.2017;Jett;Määramata;C;SEA-DOO;RXP-X 300 RS;2017;Määramata;3,32;Uus sõiduk;2
18.08.2017;Jett;Määramata;C;YAMAHA;FX 1100 WAVERUNNER H.O;2008;Määramata;3,34;;1
18.08.2017;Jett;Määramata;D;SEADANCE;SHS 1100;2008;Määramata;3,41;;1
18.08.2017;Väikelaev;Mootorpaat;C;DULKAN;D-325 DZ;2017;Sünt. kangas;3,25;Uus sõiduk;1
18.08.2017;Väikelaev;Mootorpaat;C;VIAMARE;330 ALU;2017;Sünt. kangas;3,3;Uus sõiduk;1
18.08.2017;Väikelaev;Sõudepaat;D;KASSE;430;1996;Plastik;4,27;;1
19.08.2017;Väikelaev;Mootorpaat;C;HONWAVE;T35AE2;2015;Sünt. kangas;3,53;Uus sõiduk;1
21.08.2017;Väikelaev;Sõudepaat;D;LATREX;275;2017;Plastik;2,75;Uus sõiduk;1
21.08.2017;Väikelaev;Mootorpaat;C;GRAND;C360;2015;Sünt. kangas;3,6;Uus sõiduk;1
21.08.2017;Väikelaev;Mootorpaat;C;GALA;A500L;2017;Plastik;5;Uus sõiduk;1
22.08.2017;Jett;Määramata;;SEA DOO;GTX;2000;Määramata;3,1;;1
22.08.2017;Väikelaev;Sõudepaat;D;KASSE;430;2017;Plastik;4,27;Uus sõiduk;1
22.08.2017;Väikelaev;Mootorpaat;D;OMAVALMISTATUD;17;2017;Puit;5,24;Uus sõiduk;1
22.08.2017;Väikelaev;Purjejaht;C;FOLKBOOT;- ;1964;Puit;7,68;;1
22.08.2017;Väikelaev;Purjejaht;A;BAVARIA;CRUISER 45;2010;Plastik;13,6;;1
23.08.2017;Väikelaev;Sõudepaat;C;NAVIS;N 465;2017;Plastik;4,65;Uus sõiduk;1
23.08.2017;Väikelaev;Mootorpaat;C;TERHI;520 HT;1975;Plastik;5,2;;1
23.08.2017;Väikelaev;Purjejaht;C;MARINA;75;1974;Plastik;7,7;;1
24.08.2017;Väikelaev;Sõudepaat;D;NORDLINE;29;2017;Plastik;2,95;Uus sõiduk;1
24.08.2017;Väikelaev;Mootorpaat;D;WELLMAR;37;2016;Alumiinium;3,76;Uus sõiduk;1
24.08.2017;Väikelaev;Mootorpaat;C;SÄRKI;48;2000;Plastik;4,8;;1
25.08.2017;Väikelaev;Sõudepaat;D;LOHI;375;1973;Plastik;3,75;;1
25.08.2017;Väikelaev;Mootorpaat;D;BUSTER;R;1980;Alumiinium;4,15;;1
25.08.2017;Väikelaev;Sõudepaat;D;KASSE;430R;2017;Plastik;4,33;Uus sõiduk;1
25.08.2017;Väikelaev;Mootorpaat;D;KASSE;455 R;2017;Plastik;4,57;Uus sõiduk;1
25.08.2017;Väikelaev;Mootorpaat;D;JOKER;16;1985;Plastik;4,85;;1
25.08.2017;Väikelaev;Mootorpaat;C;BELLA;572 C;2005;Plastik;5,62;;1
25.08.2017;Väikelaev;Mootorpaat;C;MARE;R75;2017;Plastik;7;Uus sõiduk;1
26.08.2017;Väikelaev;Mootorpaat;C;CRAB;K-300;2017;Sünt. kangas;3;Uus sõiduk;1
28.08.2017;Väikelaev;Sõudepaat;D;SEEMANN;MLA 2800;2016;Sünt. kangas;2,8;Uus sõiduk;1
29.08.2017;Väikelaev;Mootorpaat;C;AQUA MARINA;BT-06360WD;2014;Sünt. kangas;3,59;;1
29.08.2017;Väikelaev;Purjejaht;C;APHRODITE;22;1983;Plastik;6,5;;1
30.08.2017;Väikelaev;Sõudepaat;C;KOLIBRI;KM 280;2017;Sünt. kangas;2,8;Uus sõiduk;1
30.08.2017;Väikelaev;Sõudepaat;D;IDEAL;390;2008;Plastik;3,87;;1
30.08.2017;Väikelaev;Mootorpaat;D;LAMI;4050R;1995;Plastik;4,05;;1
30.08.2017;Väikelaev;Mootorpaat;D;TERHI;415 R;1997;Plastik;4,15;;1
30.08.2017;Väikelaev;Mootorpaat;D;KAZANKA;5M4;1990;Alumiinium;4,5;;1
30.08.2017;Väikelaev;Mootorpaat;D;NORDLINE;51;2017;Plastik;5,1;Uus sõiduk;1
30.08.2017;Väikelaev;Mootorpaat;C;BUSTER;XL;2000;Alumiinium;5,3;;1
30.08.2017;Väikelaev;Purjejaht;A;DUFOUR;382 GL;2016;Plastik;10,96;Uus sõiduk;1
31.08.2017;Jett;Määramata;;BENELLI;B3S STANDUP;2013;Määramata;2,46;Uus sõiduk;1
31.08.2017;Jett;Määramata;C;SEA-DOO;GTI 90;2017;Määramata;3,37;Uus sõiduk;1
31.08.2017;Väikelaev;Mootorpaat;C;CRAB;K-360;2015;Sünt. kangas;3,6;;1
31.08.2017;Väikelaev;Mootorpaat;C;WHALY;435;2015;Plastik;4,35;Uus sõiduk;1
31.08.2017;Väikelaev;Mootorpaat;C;DIANA;19;1976;Plastik;5,8;;1
31.08.2017;Väikelaev;Mootorpaat;C;KESTREL;3290;1990;Plastik;5,8;;1
01.09.2017;Jett;Määramata;;BOMBARDIER (SEA-DOO);GTX;2005;Määramata;3,2;;1
01.09.2017;Väikelaev;Mootorpaat;D;TRENER;-;1990;Plastik;4,4;;1
01.09.2017;Väikelaev;Mootorpaat;C;FLIPPER;510 HT;1983;Plastik;5,1;;1
01.09.2017;Väikelaev;Mootorpaat;C;BAYLINER;2355 CIERA;1995;Plastik;7,01;;1
01.09.2017;Väikelaev;Purjejaht;C;SUNWIND;27;1983;Plastik;8,22;;1
02.09.2017;Väikelaev;Sõudepaat;D;ALLPA;SENS 290;2015;Sünt. kangas;2,9;Uus sõiduk;1
